Revisión Técnica Calama;#800080;-22.436393737793 -68.893157958984|-22.437267303467 -68.892951965332|-22.437114715576 -68.892272949219|-22.436273574829 -68.892555236816|-22.436393737793 -68.893157958984
área descarga DUPONT - Pargua;#add8e6;-41.782535552979 -73.445495605469|-41.782867431641 -73.44522857666|-41.782669067383 -73.444732666016|-41.782341003418 -73.444953918457|-41.782535552979 -73.445495605469
Hosteria Blue Moon - San Gregorio;#800080;-36.283115386963 -71.819511413574|-36.283313751221 -71.818794250488|-36.284214019775 -71.819244384766|-36.284076690674 -71.819953918457|-36.283115386963 -71.819511413574
descanso alimentacion PULLALLI;#ff4500;-32.426528930664 -71.329765319824|-32.426647186279 -71.329193115234|-32.427341461182 -71.328712463379|-32.427688598633 -71.328918457031|-32.427135467529 -71.329299926758|-32.426528930664 -71.329765319824
área descarga-Abastible ConCon;#add8e6;-32.927932739258 -71.487548828125|-32.927581787109 -71.487426757812|-32.927494049072 -71.487800598145|-32.92786026001 -71.488037109375|-32.927932739258 -71.487548828125
área descarga-GASCO BELLOTO;#add8e6;-33.039615370379 -71.418127208948|-33.039580518945 -71.417696714401|-33.039363540352 -71.417731583118|-33.039396143387 -71.418145984411|-33.039615370379 -71.418127208948
área carga HCL OXY Talcahuano;#add8e6;-36.763153076172 -73.121788024902|-36.763000488281 -73.122085571289|-36.762687683105 -73.12181854248|-36.762798309326 -73.121543884277|-36.763153076172 -73.121788024902
ALBEMARLE área descarga Planta Cloruro;#add8e6;-23.757108688354 -70.311157226562|-23.757200241089 -70.310981750488|-23.757598876953 -70.311141967773|-23.757514953613 -70.311363220215|-23.757108688354 -70.311157226562
mesa de carga OXIQUIM TMQ;#add8e6;-32.768501281738 -71.488540649414|-32.768375396729 -71.488845825195|-32.767723986462 -71.488403308736|-32.767818712937 -71.488113630162|-32.768501281738 -71.488540649414
Peaje Agua Amarilla-ITATA;#add8e6;-36.729522705078 -72.857734680176|-36.730762481689 -72.857925415039|-36.730728149414 -72.862777709961|-36.729488372803 -72.862648010254|-36.729522705078 -72.857734680176
estacionamiento salida su Coquimbo;#ff4500;-29.992210075793 -71.368417977559|-29.992969988067 -71.37146008022|-29.995449915741 -71.369801879147|-29.994121551514 -71.366920471191|-29.993589401245 -71.36750793457|-29.992622375488 -71.367576599121|-29.992210075793 -71.368417977559
Gasco Copiapó;#008000;-27.328393936157 -70.388236999512|-27.329372406006 -70.388916015625|-27.329893112183 -70.388107299805|-27.32889175415 -70.387390136719|-27.328393936157 -70.388236999512
Romana Coquimbo;#0000ff;-29.993686676025 -71.366897583008|-29.994018554688 -71.366760253906|-29.993591308594 -71.365829467773|-29.993354797363 -71.366119384766|-29.993686676025 -71.366897583008
romana FILTROS Codelco Andina;#0000ff;-32.925380706787 -70.288414001465|-32.925621032715 -70.288146972656|-32.925762176514 -70.288314819336|-32.925533294678 -70.288619995117|-32.925380706787 -70.288414001465
Orafti-área descarga;#add8e6;-36.911071777344 -72.34642791748|-36.911724090576 -72.346687316895|-36.911678314209 -72.347450256348|-36.91088104248 -72.347213745117|-36.911071777344 -72.34642791748
MYJOB;#ffa500;-32.928604125977 -71.427024841309|-32.928447723389 -71.426406860352|-32.927516937256 -71.4267578125|-32.927623748779 -71.427352905273|-32.928604125977 -71.427024841309
RUTA DE LA FRUTA;#ffa500;-33.657733917236 -71.619613647461|-33.719932556152 -71.599472045898|-33.746772766113 -71.579559326172|-33.791862487793 -71.556213378906|-33.822673797607 -71.544540405273|-33.855751037598 -71.521881103516|-33.885967254639 -71.479309082031|-33.91047668457 -71.457336425781|-33.92130279541 -71.425750732422|-33.937824249268 -71.417510986328|-33.956302642822 -71.414077758789|-34.062171936035 -71.396911621094|-34.102550506592 -71.381805419922|-34.131542205811 -71.381118774414|-34.178703308105 -71.407211303711|-34.217891693115 -71.41064453125|-34.259899139404 -71.390731811523|-34.290538787842 -71.350219726562|-34.301315307617 -71.308334350586|-34.310958862305 -71.271942138672|-34.354446411133 -71.23371887207|-34.386749267578 -71.191146850586|-34.415077209473 -71.148574829102|-34.438865661621 -71.091583251953|-34.456985473633 -71.017425537109|-34.467742919922 -70.965240478516|-34.472270965576 -70.912368774414|-34.455852508545 -70.903442382812|-34.449058532715 -70.958374023438|-34.434902191162 -71.038024902344|-34.417911529541 -71.087463378906|-34.408279418945 -71.114242553711|-34.394683837891 -71.147201538086|-34.362949371338 -71.180160522461|-34.338005065918 -71.218612670898|-34.306816101074 -71.250198364258|-34.285259246826 -71.280410766602|-34.281852722168 -71.320922851562|-34.258590698242 -71.360748291016|-34.237586975098 -71.376541137695|-34.201251983643 -71.395080566406|-34.175689697266 -71.384094238281|-34.141033172607 -71.363494873047|-34.107494354248 -71.360748291016|-34.071670532227 -71.358688354492|-34.04663848877 -71.363494873047|-33.997695922852 -71.382720947266|-33.962394714355 -71.391647338867|-33.91967010498 -71.395080566406|-33.905994415283 -71.401260375977|-33.901435852051 -71.423919677734|-33.871223449707 -71.466491699219|-33.85525894165 -71.480911254883|-33.833587646484 -71.506317138672|-33.79935836792 -71.526229858398|-33.765117645264 -71.54133605957|-33.744564056396 -71.558502197266|-33.70401763916 -71.571548461914|-33.66516494751 -71.584594726562|-33.635440826416 -71.60107421875|-33.657733917236 -71.619613647461
área carga BARRY CALLEBAUT;#add8e6;-33.786739349365 -70.742057800293|-33.786945343018 -70.742080688477|-33.78698348999 -70.741729736328|-33.786754608154 -70.741706848145|-33.786739349365 -70.742057800293
área descarga ARCOR bicentenario;#add8e6;-33.523837215908 -70.707653860267|-33.524403678968 -70.707913877954|-33.524322509766 -70.708236694336|-33.5237159729 -70.707931518555|-33.523837215908 -70.707653860267
CMPC NACIMIENTO;#008000;-37.51309967041 -72.656784057617|-37.515789031982 -72.657302856445|-37.521049499512 -72.655715942383|-37.520980834961 -72.639427185059|-37.519397735596 -72.638870239258|-37.512420654297 -72.647987365723|-37.51309967041 -72.656784057617
CMPC nacimiento-descarga soda;#add8e6;-37.513751983643 -72.656883239746|-37.513763427734 -72.65641784668|-37.514137268066 -72.656349182129|-37.514221191406 -72.656951904297|-37.513751983643 -72.656883239746
Abastible el Peñon;#008000;-30.152387619019 -71.230545043945|-30.154897689819 -71.226875305176|-30.156223297119 -71.22770690918|-30.154169082642 -71.231292724609|-30.152387619019 -71.230545043945
Abastible el Peñon, área descarga;#add8e6;-30.154296875 -71.228424072266|-30.154708342962 -71.228516101837|-30.154323577881 -71.229080200195|-30.15403175354 -71.228851318359|-30.154296875 -71.228424072266
área descarga ALGAS MARINAS;#add8e6;-32.778064727783 -71.186866760254|-32.777812957764 -71.186874389648|-32.777576446533 -71.187530517578|-32.777885437012 -71.187713623047|-32.778064727783 -71.186866760254
descanso Petrobras Vallenar;#800080;-28.573999404907 -70.785873413086|-28.573883056641 -70.785415649414|-28.574264526367 -70.784736633301|-28.575183868408 -70.78539276123|-28.574859619141 -70.786376953125|-28.573999404907 -70.785873413086
DESCANSO SHELL Copiapó;#800080;-27.376056671143 -70.338020324707|-27.376146316528 -70.336814880371|-27.376893997192 -70.336906433105|-27.376865386963 -70.337356567383|-27.376056671143 -70.338020324707
descanso PETROBRAS La Herradura;#ff4500;-29.976089477539 -71.345863342285|-29.975509643555 -71.345260620117|-29.975639343262 -71.344932556152|-29.97606086731 -71.344612121582|-29.976745605469 -71.345314025879|-29.976402282715 -71.345542907715|-29.976089477539 -71.345863342285
JVP revestimientos;#800080;-36.755561828613 -73.079086303711|-36.754531860352 -73.081604003906|-36.754161834717 -73.081420898438|-36.755249023438 -73.07893371582|-36.755561828613 -73.079086303711
posada La Agustina;#800080;-27.488035202026 -70.390312194824|-27.488250732422 -70.390045166016|-27.487833023071 -70.389106750488|-27.487493515015 -70.389427185059|-27.487798690796 -70.38996887207|-27.488035202026 -70.390312194824
descanso ruta 25 oficina santos ossa;#800080;-23.138519287109 -69.57740020752|-23.137941360474 -69.57657623291|-23.138154983521 -69.576461791992|-23.138734817505 -69.577308654785|-23.138519287109 -69.57740020752
Escultura LA MANO DEL DESIERTO;#ffff00;-24.157890319824 -70.157470703125|-24.157808303833 -70.155906677246|-24.159076690674 -70.155082702637|-24.159456253052 -70.156929016113|-24.157890319824 -70.157470703125
descanso estacionamiento sector LA MANO;#ff4500;-24.148054122925 -70.158256530762|-24.149673461914 -70.157241821289|-24.149272918701 -70.157180786133|-24.14818572998 -70.157730102539|-24.148054122925 -70.158256530762
Ruta B-710  Taltal;#ffa500;-24.099006652832 -70.292030334473|-24.141307830811 -70.316062927246|-24.16480255127 -70.320526123047|-24.188293457031 -70.302673339844|-24.204578399658 -70.297523498535|-24.236827850342 -70.30061340332|-24.272197723389 -70.306449890137|-24.299110412598 -70.301986694336|-24.322889328003 -70.299926757812|-24.349479675293 -70.30233001709|-24.37512588501 -70.308166503906|-24.399827957153 -70.311599731445|-24.414522171021 -70.312973022461|-24.442966461182 -70.316749572754|-24.476093292236 -70.323959350586|-24.504837036133 -70.328422546387|-24.534824371338 -70.334945678711|-24.562929153442 -70.341125488281|-24.600082397461 -70.341468811035|-24.624740600586 -70.349365234375|-24.645338058472 -70.358291625977|-24.6634349823 -70.356231689453|-24.686832427979 -70.363784790039|-24.707731246948 -70.36824798584|-24.725820541382 -70.372024536133|-24.751077651978 -70.381294250488|-24.771654129028 -70.388847351074|-24.795030593872 -70.388847351074|-24.813730239868 -70.392967224121|-24.827440261841 -70.39640045166|-24.843425750732 -70.397087097168|-24.873641967773 -70.398803710938|-24.892017364502 -70.404640197754|-24.917552947998 -70.408760070801|-24.934053421021 -70.404640197754|-24.945261001587 -70.394683837891|-24.957698822021 -70.387474060059|-24.969213485718 -70.393653869629|-24.976682662964 -70.407043457031|-24.986019134521 -70.414596557617|-24.995355606079 -70.415969848633|-25.002822875977 -70.41219329834|-25.009046554565 -70.421806335449|-25.015871047974 -70.42406463623|-25.017387390137 -70.431663513184|-25.013500213623 -70.434623718262|-25.014705657959 -70.439598083496|-25.015716552734 -70.443458557129|-25.016687393188 -70.445907592773|-25.01929473877 -70.446723937988|-25.020616531372 -70.448097229004|-25.021860122681 -70.450668334961|-25.027770996094 -70.454193115234|-25.026876449585 -70.456466674805|-25.021354675293 -70.457496643066|-25.019332885742 -70.456680297852|-25.013849258423 -70.458824157715|-25.007314682007 -70.459686279297|-25.003349304199 -70.459510803223|-25.001441955566 -70.460067749023|-25.001171112061 -70.462600708008|-25.0013256073 -70.464836120605|-25.002920150757 -70.466552734375|-25.007354736328 -70.465866088867|-25.009298324585 -70.46565246582|-25.003660202026 -70.464057922363|-25.003192901611 -70.461616516113|-25.004009246826 -70.461402893066|-25.007976531982 -70.461273193359|-25.015211105347 -70.460372924805|-25.019760131836 -70.459129333496|-25.02147102356 -70.459037780762|-25.024660110474 -70.458999633789|-25.026254653931 -70.458480834961|-25.028392791748 -70.458480834961|-25.029092788696 -70.456764221191|-25.029949188232 -70.455177307129|-25.029676437378 -70.453071594238|-25.023027420044 -70.449516296387|-25.022249221802 -70.447280883789|-25.020305633545 -70.445518493652|-25.017738342285 -70.444747924805|-25.01692199707 -70.442520141602|-25.016260147095 -70.440544128418|-25.016765594482 -70.438827514648|-25.016143798828 -70.435737609863|-25.019411087036 -70.432388305664|-25.02003288269 -70.430290222168|-25.019954681396 -70.429039001465|-25.019176483154 -70.426422119141|-25.018981933594 -70.423164367676|-25.018087387085 -70.421363830566|-25.013460159302 -70.418701171875|-25.012371063232 -70.406471252441|-25.008871078491 -70.405265808105|-24.999887466431 -70.406295776367|-24.996183395386 -70.405479431152|-24.990776062012 -70.408142089844|-24.988248825073 -70.405570983887|-24.982452392578 -70.404838562012|-24.982179641724 -70.397796630859|-24.973543167114 -70.388702392578|-24.971286773682 -70.384880065918|-24.968524932861 -70.384239196777|-24.965490341187 -70.376472473145|-24.959848403931 -70.371490478516|-24.957319259644 -70.370895385742|-24.953546524048 -70.373382568359|-24.947748184204 -70.376983642578|-24.945608139038 -70.380630493164|-24.940393447876 -70.383979797363|-24.937164306641 -70.387886047363|-24.935762405396 -70.39200592041|-24.930820465088 -70.39372253418|-24.925100326538 -70.396896362305|-24.914573669434 -70.399612426758|-24.884912490845 -70.395233154297|-24.840194702148 -70.389938354492|-24.80747795105 -70.376892089844|-24.757604598999 -70.37036895752|-24.68962097168 -70.352172851562|-24.649063110352 -70.342559814453|-24.620351791382 -70.336380004883|-24.571653366089 -70.332260131836|-24.511837005615 -70.322647094727|-24.505275726318 -70.317497253418|-24.383382797241 -70.294494628906|-24.372682571411 -70.293464660645|-24.322322845459 -70.282821655273|-24.260364532471 -70.288314819336|-24.223737716675 -70.289688110352|-24.188138961792 -70.28694152832|-24.155250549316 -70.309944152832|-24.109819412231 -70.284538269043|-24.086313247681 -70.273895263672|-24.050586700439 -70.261238098145|-24.046197891235 -70.270767211914|-24.099006652832 -70.292030334473
Ruta 1 TALTAL;#ff4500;-25.560501098633 -70.35572052002|-25.556255340576 -70.357727050781|-25.555364608765 -70.360816955566|-25.555364608765 -70.366271972656|-25.555055618286 -70.372108459473|-25.554706573486 -70.377853393555|-25.554397583008 -70.379829406738|-25.552694320679 -70.381759643555|-25.549325942993 -70.38304901123|-25.546112060547 -70.385406494141|-25.544448852539 -70.387199401855|-25.541584014893 -70.388488769531|-25.536937713623 -70.389518737793|-25.528030395508 -70.394149780273|-25.517574310303 -70.403938293457|-25.514087677002 -70.409515380859|-25.511312484741 -70.413543701172|-25.508369445801 -70.416290283203|-25.506122589111 -70.418182373047|-25.502172470093 -70.419212341309|-25.499847412109 -70.421531677246|-25.497213363647 -70.42195892334|-25.494579315186 -70.423416137695|-25.491403579712 -70.424446105957|-25.488304138184 -70.425476074219|-25.4866771698 -70.431396484375|-25.485050201416 -70.436981201172|-25.482416152954 -70.439979553223|-25.478231430054 -70.441871643066|-25.475675582886 -70.441184997559|-25.473428726196 -70.441101074219|-25.470792770386 -70.441528320312|-25.468545913696 -70.443672180176|-25.462776184082 -70.443695068359|-25.458280563354 -70.447471618652|-25.450531005859 -70.44841003418|-25.438751220703 -70.459228515625|-25.432550430298 -70.459831237793|-25.420766830444 -70.47193145752|-25.416658401489 -70.474678039551|-25.411231994629 -70.475708007812|-25.407897949219 -70.475967407227|-25.403944015503 -70.473388671875|-25.399291992188 -70.473388671875|-25.394174575806 -70.473907470703|-25.390529632568 -70.472785949707|-25.387739181519 -70.470039367676|-25.38618850708 -70.464378356934|-25.384094238281 -70.458625793457|-25.380294799805 -70.452964782715|-25.375875473022 -70.450729370117|-25.368740081787 -70.447723388672|-25.363388061523 -70.44652557373|-25.357183456421 -70.447036743164|-25.35346031189 -70.447639465332|-25.348497390747 -70.447471618652|-25.343532562256 -70.446098327637|-25.337482452393 -70.447036743164|-25.33212852478 -70.4482421875|-25.328638076782 -70.451499938965|-25.32576751709 -70.452445983887|-25.32204246521 -70.450042724609|-25.314207077026 -70.451934814453|-25.304973602295 -70.451248168945|-25.29868888855 -70.451934814453|-25.291549682617 -70.449783325195|-25.279752731323 -70.4482421875|-25.272302627563 -70.441032409668|-25.262754440308 -70.437858581543|-25.255613327026 -70.434425354004|-25.246919631958 -70.43416595459|-25.240785598755 -70.437423706055|-25.228052139282 -70.438453674316|-25.225101470947 -70.44026184082|-25.220287322998 -70.441291809082|-25.212211608887 -70.438285827637|-25.207010269165 -70.438369750977|-25.203670501709 -70.437683105469|-25.200719833374 -70.435279846191|-25.196990966797 -70.435539245605|-25.189767837524 -70.437080383301|-25.185497283936 -70.439056396484|-25.176952362061 -70.443092346191|-25.159696578979 -70.454498291016|-25.14835357666 -70.458450317383|-25.134134292603 -70.465141296387|-25.113386154175 -70.483856201172|-25.112064361572 -70.488487243652|-25.111753463745 -70.493377685547|-25.109966278076 -70.49535369873|-25.104837417603 -70.497756958008|-25.099863052368 -70.498016357422|-25.091701507568 -70.499046325684|-25.082450866699 -70.494667053223|-25.068145751953 -70.484451293945|-25.048456192017 -70.475784301758|-25.038425445557 -70.471321105957|-25.03026008606 -70.470123291016|-25.024271011353 -70.465660095215|-25.010503768921 -70.465827941895|-25.004203796387 -70.464027404785|-25.00333404541 -70.462066650391|-25.004558563232 -70.461791992188|-25.005744934082 -70.461898803711|-25.009021759033 -70.462982177734|-25.013446807861 -70.463623046875|-25.019300460815 -70.46312713623|-25.024005889893 -70.463150024414|-25.025735855103 -70.463859558105|-25.028575897217 -70.467353820801|-25.031335830688 -70.46875|-25.033960342407 -70.46898651123|-25.03804397583 -70.467376708984|-25.043176651001 -70.469436645508|-25.048542022705 -70.472694396973|-25.05499458313 -70.476219177246|-25.06867980957 -70.480079650879|-25.09029006958 -70.495185852051|-25.093011856079 -70.495956420898|-25.095653533936 -70.495613098145|-25.099306106567 -70.494583129883|-25.103193283081 -70.494583129883|-25.108711242676 -70.491493225098|-25.109178543091 -70.482307434082|-25.132259368896 -70.461883544922|-25.155645370483 -70.451583862305|-25.176309585571 -70.439735412598|-25.18399810791 -70.435958862305|-25.199298858643 -70.432014465332|-25.203338623047 -70.433990478516|-25.205513000488 -70.435958862305|-25.214231491089 -70.436950683594|-25.22088432312 -70.438568115234|-25.223951339722 -70.437515258789|-25.225330352783 -70.436660766602|-25.232641220093 -70.436058044434|-25.237745285034 -70.436531066895|-25.239105224609 -70.436141967773|-25.241201400757 -70.434059143066|-25.242248535156 -70.433288574219|-25.243957519531 -70.432815551758|-25.245994567871 -70.431701660156|-25.247430801392 -70.431335449219|-25.24946975708 -70.432411193848|-25.254495620728 -70.432861328125|-25.256435394287 -70.432151794434|-25.260860443115 -70.434555053711|-25.262413024902 -70.435989379883|-25.264198303223 -70.43603515625|-25.26639175415 -70.436767578125|-25.269340515137 -70.437301635742|-25.273977279663 -70.439125061035|-25.278226852417 -70.44361114502|-25.280612945557 -70.446464538574|-25.28501701355 -70.44652557373|-25.291147232056 -70.447341918945|-25.295202255249 -70.448715209961|-25.297550201416 -70.449722290039|-25.302709579468 -70.449295043945|-25.311265945435 -70.450157165527|-25.320611953735 -70.447807312012|-25.322259902954 -70.447769165039|-25.324859619141 -70.449569702148|-25.327127456665 -70.449714660645|-25.328290939331 -70.449096679688|-25.329824447632 -70.446411132812|-25.331298828125 -70.446006774902|-25.334400177002 -70.445579528809|-25.339191436768 -70.444313049316|-25.34161567688 -70.444053649902|-25.344678878784 -70.444206237793|-25.347219467163 -70.445213317871|-25.351369857788 -70.445533752441|-25.353115081787 -70.445022583008|-25.354356765747 -70.445579528809|-25.356332778931 -70.445106506348|-25.362461090088 -70.445106506348|-25.366804122925 -70.445083618164|-25.36915397644 -70.446090698242|-25.371112823486 -70.446563720703|-25.37566947937 -70.449142456055|-25.378711700439 -70.449485778809|-25.384140014648 -70.453834533691|-25.388288497925 -70.461647033691|-25.388910293579 -70.465232849121|-25.389722824097 -70.469543457031|-25.391895294189 -70.471519470215|-25.392805099487 -70.472015380859|-25.395151138306 -70.471778869629|-25.397884368896 -70.472312927246|-25.399047851562 -70.470596313477|-25.401067733765 -70.470207214355|-25.405700683594 -70.471412658691|-25.407814025879 -70.47274017334|-25.409286499023 -70.473731994629|-25.416128158569 -70.472602844238|-25.428356170654 -70.461128234863|-25.431438446045 -70.458267211914|-25.436553955078 -70.45783996582|-25.448411941528 -70.446594238281|-25.457614898682 -70.444107055664|-25.461683273315 -70.441619873047|-25.467840194702 -70.441787719727|-25.470552444458 -70.438697814941|-25.473556518555 -70.439064025879|-25.475416183472 -70.437835693359|-25.477376937866 -70.439384460449|-25.483692169189 -70.434776306152|-25.484312057495 -70.430786132812|-25.486398696899 -70.426231384277|-25.48744392395 -70.423553466797|-25.489671707153 -70.422325134277|-25.494068145752 -70.420936584473|-25.496896743774 -70.419967651367|-25.499200820923 -70.419563293457|-25.501138687134 -70.417526245117|-25.506153106689 -70.41576385498|-25.509098052979 -70.413040161133|-25.515798568726 -70.402297973633|-25.523853302002 -70.395385742188|-25.532901763916 -70.38907623291|-25.53667640686 -70.386672973633|-25.542137145996 -70.386032104492|-25.545827865601 -70.382995605469|-25.549640655518 -70.380332946777|-25.553144454956 -70.377502441406|-25.554132461548 -70.357208251953|-25.559146881104 -70.353858947754|-25.560501098633 -70.35572052002
Peaje Lagunillas;#add8e6;-33.470268249512 -71.472053527832|-33.471099853516 -71.471954345703|-33.472888946533 -71.474403381348|-33.472576141357 -71.47518157959|-33.470268249512 -71.472053527832
Casa Cristian Vergara;#800080;-32.898654937744 -71.266426086426|-32.898845672607 -71.266403198242|-32.898868560791 -71.266265869141|-32.898731231689 -71.266151428223|-32.89856338501 -71.266166687012|-32.898654937744 -71.266426086426
COPEC Placilla;#ffff00;-33.12748336792 -71.563171386719|-33.127365112305 -71.56258392334|-33.127429962158 -71.562072753906|-33.128746032715 -71.56224822998|-33.128704071045 -71.563255310059|-33.12748336792 -71.563171386719
detención Fernandini 09.08.18;#ff4500;-32.672794342041 -71.425720214844|-32.672798156738 -71.425521850586|-32.673084259033 -71.425590515137|-32.67306137085 -71.425735473633|-32.672794342041 -71.425720214844
descanso bajo cuesta bs.aires;#ff4500;-29.608207702637 -71.257888793945|-29.608598709106 -71.258178710938|-29.609052658081 -71.257858276367|-29.608762741089 -71.257461547852|-29.608207702637 -71.257888793945
casa Jofré;#add8e6;-33.148845672607 -71.560348510742|-33.148704528809 -71.559532165527|-33.149250030518 -71.559005737305|-33.149520874023 -71.560348510742|-33.148845672607 -71.560348510742
estacionamiento-descanso La Negra-Aguas Verdes km 1249;#800080;-24.562929153442 -69.80101776123|-24.564529418945 -69.799987792969|-24.564632415771 -69.800239562988|-24.563051223755 -69.801246643066|-24.562929153442 -69.80101776123
estacionamiento-descanso Aguas Verdes>La Negra km 1249;#800080;-24.555191040039 -69.80574798584|-24.555576324463 -69.805229187012|-24.556335449219 -69.804809570312|-24.556814193726 -69.804740905762|-24.555191040039 -69.80574798584
estacionamiento-descanso Aguas Verdes-La Negra km xxx;#800080;-24.442625045776 -69.897529602051|-24.442991256714 -69.897048950195|-24.443647384644 -69.896553039551|-24.444232940674 -69.89640045166|-24.442625045776 -69.897529602051
estacionamiento-descanso Of.Rosario-Of Alemania km xxx;#800080;-24.400428771973 -69.925971984863|-24.400945663452 -69.925933837891|-24.401649475098 -69.925422668457|-24.401948928833 -69.924942016602|-24.400428771973 -69.925971984863
estacionamiento-descanso La Mano>Of.Rosario km 1286;#800080;-24.281816482544 -70.012283325195|-24.283123016357 -70.010948181152|-24.282957077026 -70.011505126953|-24.282278060913 -70.012176513672|-24.281816482544 -70.012283325195
estacionamiento-descanso Of.Rosario> La Mano  km xxx;#800080;-24.244556427002 -70.070854187012|-24.245304107666 -70.069038391113|-24.244966506958 -70.069351196289|-24.244546890259 -70.070266723633|-24.244556427002 -70.070854187012
estacionamiento-descanso La Mano> La Negra  km 1336;#800080;-23.957244873047 -70.291297912598|-23.957668304443 -70.290962219238|-23.958501815796 -70.290802001953|-23.958940505981 -70.290924072266|-23.957244873047 -70.291297912598
estacionamiento-descanso La Negra > La Mano  km 1333;#800080;-23.988569259644 -70.284805297852|-23.99033164978 -70.284423828125|-23.989957809448 -70.284729003906|-23.989002227783 -70.284927368164|-23.988569259644 -70.284805297852
REBISA-Concepcion;#008000;-36.936553955078 -73.158699035645|-36.938037872314 -73.159019470215|-36.938297271729 -73.157341003418|-36.936794281006 -73.156860351562|-36.936553955078 -73.158699035645
estacionamiento-descanso Of.Alemania > Of.Rosario km 1226 Ruta5;#800080;-24.762550354004 -69.796508789062|-24.761564254761 -69.795074462891|-24.761877059937 -69.795066833496|-24.762475967407 -69.796020507812|-24.762550354004 -69.796508789062
control aduanero Quillagua;#800080;-21.626272201538 -69.551338195801|-21.628684997559 -69.55020904541|-21.629283905029 -69.550880432129|-21.626644134521 -69.552406311035|-21.626272201538 -69.551338195801
posada RUTA B400 Antofagasta;#800080;-23.365009307861 -70.413444519043|-23.364809036255 -70.413078308105|-23.36389541626 -70.412895202637|-23.363876342773 -70.414268493652|-23.365020751953 -70.41423034668|-23.365009307861 -70.413444519043
COPEC Agua Verde;#0000ff;-25.398969650269 -69.965354919434|-25.399570465088 -69.964515686035|-25.398624420166 -69.963249206543|-25.398059844971 -69.963973999023|-25.398969650269 -69.965354919434
LIPIGAS ARICA;#008000;-18.462560653687 -70.293411254883|-18.462219238281 -70.293083190918|-18.462789535522 -70.292335510254|-18.463150024414 -70.292663574219|-18.462560653687 -70.293411254883
IXOM Antofagasta;#008000;-23.607311248779 -70.385986328125|-23.60747718811 -70.385894775391|-23.607091903687 -70.385238647461|-23.606914520264 -70.38533782959|-23.607311248779 -70.385986328125
peaje troncal MELIPILLA;#0000ff;-33.672798156738 -71.200729370117|-33.673442840576 -71.200874328613|-33.67366027832 -71.199249267578|-33.673023223877 -71.199295043945|-33.672798156738 -71.200729370117
POCHTECA , Quilicura;#008000;-33.335414886475 -70.710693359375|-33.335144042969 -70.709930419922|-33.336254119873 -70.709396362305|-33.336498260498 -70.710243225098|-33.335414886475 -70.710693359375
área de carga, POCHTECA , Quilicura;#add8e6;-33.335948944092 -70.710250854492|-33.335876464844 -70.710006713867|-33.335998535156 -70.709938049316|-33.336074829102 -70.710189819336|-33.335948944092 -70.710250854492
detencion no autorizada FERNANDO TAPIA 23.08.2018;#800080;-33.051956176758 -71.423080444336|-33.052520751953 -71.423164367676|-33.052711486816 -71.422172546387|-33.052127838135 -71.422035217285|-33.051956176758 -71.423080444336
CM MARICUNGA;#008000;-27.570560455322 -69.268051147461|-27.554010391235 -69.26383972168|-27.547466278076 -69.292167663574|-27.544269561768 -69.311088562012|-27.562990188599 -69.3115234375|-27.568809509277 -69.298477172852|-27.570560455322 -69.268051147461
F-30-E 3000, Puchuncavi, Puchuncaví, Región de Valparaíso, Chile;#ff4500;-32.739559173584 -71.46556854248|-32.739585876465 -71.465553283691|-32.739566802979 -71.465515136719|-32.739540100098 -71.465553283691|-32.739559173584 -71.46556854248
Mario Jerez reparaciones;#ffff00;-32.925968170166 -71.489944458008|-32.925922393799 -71.490142822266|-32.925434112549 -71.490036010742|-32.924919128418 -71.489936828613|-32.924842834473 -71.489540100098|-32.925968170166 -71.489944458008
posada Las Vegas , Punta Colorada;#ff4500;-29.338254928589 -71.037475585938|-29.339538574219 -71.03776550293|-29.339324951172 -71.03923034668|-29.337854385376 -71.038757324219|-29.338254928589 -71.037475585938
posada Agua Verde;#ff4500;-25.399948120117 -69.966758728027|-25.399007797241 -69.965347290039|-25.399879455566 -69.964157104492|-25.401178359985 -69.965682983398|-25.399948120117 -69.966758728027
Carabineros Agua Verde;#ffa500;-25.408098803641 -69.974547863007|-25.406635440828 -69.973678827286|-25.406838955924 -69.972702503204|-25.408408917984 -69.973678827286|-25.408098803641 -69.974547863007
Peaje Tongoy;#0000ff;-30.406436920166 -71.445068359375|-30.406602859497 -71.444465637207|-30.410322189331 -71.445877075195|-30.410120010376 -71.446563720703|-30.406436920166 -71.445068359375
Vulcanización -Casablanca;#ff4500;-33.331302642822 -71.399749755859|-33.331111907959 -71.398979187012|-33.331691741943 -71.398658752441|-33.331893920898 -71.399620056152|-33.331302642822 -71.399749755859
Restaurant Maria Gracia-El Teniente;#ff4500;-30.987577438354 -71.638214111328|-30.988311767578 -71.63745880127|-30.988819122314 -71.63663482666|-30.988845825195 -71.63729095459|-30.988656997681 -71.638107299805|-30.988073348999 -71.638580322266|-30.987577438354 -71.638214111328
restaurant Los Hornitos- Las Chilcas;#ff4500;-32.853137969971 -70.914611816406|-32.85302734375 -70.91333770752|-32.852649688721 -70.912994384766|-32.852157592773 -70.913208007812|-32.852016448975 -70.913528442383|-32.852390289307 -70.914260864258|-32.853137969971 -70.914611816406
parada no autorizada;#ffff00;-33.035449981689 -71.500396728516|-33.035705566406 -71.500114440918|-33.035736083984 -71.500381469727|-33.035549163818 -71.500610351562|-33.035449981689 -71.500396728516
